"REF_DATE","GEO","DGUID","Type of claim","Claim detail","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5860","","","","0"
"1998-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5930","","","","0"
"1998-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6770","","","","0"
"1998-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6380","","","","0"
"1998-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5520","","","","0"
"1998-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6240","","","","0"
"1999-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6090","","","","0"
"1999-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5930","","","","0"
"1999-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5710","","","","0"
"1999-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5590","","","","0"
"1999-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5530","","","","0"
"1999-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5600","","","","0"
"1999-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5270","","","","0"
"1999-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5110","","","","0"
"1999-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5280","","","","0"
"1999-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5330","","","","0"
"1999-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5040","","","","0"
"1999-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5430","","","","0"
"2000-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5540","","","","0"
"2000-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5480","","","","0"
"2000-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5520","","","","0"
"2000-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4890","","","","0"
"2000-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5420","","","","0"
"2000-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5320","","","","0"
"2000-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5040","","","","0"
"2000-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5400","","","","0"
"2000-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5280","","","","0"
"2000-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5030","","","","0"
"2000-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5400","","","","0"
"2000-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5130","","","","0"
"2001-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5450","","","","0"
"2001-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5410","","","","0"
"2001-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5550","","","","0"
"2001-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5030","","","","0"
"2001-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5270","","","","0"
"2001-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5470","","","","0"
"2001-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5160","","","","0"
"2001-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5260","","","","0"
"2001-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5590","","","","0"
"2001-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5560","","","","0"
"2001-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5480","","","","0"
"2001-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5850","","","","0"
"2002-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5350","","","","0"
"2002-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5580","","","","0"
"2002-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5450","","","","0"
"2002-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6210","","","","0"
"2002-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5520","","","","0"
"2002-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5110","","","","0"
"2002-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5750","","","","0"
"2002-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5880","","","","0"
"2002-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5530","","","","0"
"2002-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6010","","","","0"
"2002-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5860","","","","0"
"2002-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5400","","","","0"
"2003-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6230","","","","0"
"2003-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5860","","","","0"
"2003-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5770","","","","0"
"2003-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5880","","","","0"
"2003-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6380","","","","0"
"2003-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6590","","","","0"
"2003-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6250","","","","0"
"2003-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6100","","","","0"
"2003-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6130","","","","0"
"2003-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6000","","","","0"
"2003-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6750","","","","0"
"2003-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6190","","","","0"
"2004-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6150","","","","0"
"2004-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6160","","","","0"
"2004-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5890","","","","0"
"2004-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5980","","","","0"
"2004-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5770","","","","0"
"2004-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5890","","","","0"
"2004-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5640","","","","0"
"2004-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5510","","","","0"
"2004-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5810","","","","0"
"2004-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5970","","","","0"
"2004-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5390","","","","0"
"2004-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6320","","","","0"
"2005-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5690","","","","0"
"2005-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5690","","","","0"
"2005-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6110","","","","0"
"2005-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5490","","","","0"
"2005-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5230","","","","0"
"2005-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5070","","","","0"
"2005-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5720","","","","0"
"2005-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5340","","","","0"
"2005-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5330","","","","0"
"2005-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5240","","","","0"
"2005-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5160","","","","0"
"2005-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5440","","","","0"
"2006-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5260","","","","0"
"2006-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5470","","","","0"
"2006-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5090","","","","0"
"2006-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5870","","","","0"
"2006-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5570","","","","0"
"2006-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5460","","","","0"
"2006-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5420","","","","0"
"2006-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5420","","","","0"
"2006-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5250","","","","0"
"2006-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5150","","","","0"
"2006-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5310","","","","0"
"2006-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4670","","","","0"
"2007-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5410","","","","0"
"2007-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5370","","","","0"
"2007-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5110","","","","0"
"2007-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5430","","","","0"
"2007-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5080","","","","0"
"2007-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5150","","","","0"
"2007-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5280","","","","0"
"2007-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5200","","","","0"
"2007-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4920","","","","0"
"2007-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4750","","","","0"
"2007-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4780","","","","0"
"2007-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4540","","","","0"
"2008-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4690","","","","0"
"2008-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4790","","","","0"
"2008-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5320","","","","0"
"2008-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4300","","","","0"
"2008-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5070","","","","0"
"2008-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5440","","","","0"
"2008-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","4710","","","","0"
"2008-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5040","","","","0"
"2008-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5370","","","","0"
"2008-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5110","","","","0"
"2008-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5170","","","","0"
"2008-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5550","","","","0"
"2009-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6620","","","","0"
"2009-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6510","","","","0"
"2009-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6880","","","","0"
"2009-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6870","","","","0"
"2009-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6660","","","","0"
"2009-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5880","","","","0"
"2009-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6340","","","","0"
"2009-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6060","","","","0"
"2009-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6190","","","","0"
"2009-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6400","","","","0"
"2009-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5780","","","","0"
"2009-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6750","","","","0"
"2010-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6120","","","","0"
"2010-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5860","","","","0"
"2010-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5530","","","","0"
"2010-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5860","","","","0"
"2010-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5460","","","","0"
"2010-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6160","","","","0"
"2010-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5810","","","","0"
"2010-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5890","","","","0"
"2010-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5950","","","","0"
"2010-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6100","","","","0"
"2010-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6140","","","","0"
"2010-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5640","","","","0"
"2011-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5990","","","","0"
"2011-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6200","","","","0"
"2011-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6070","","","","0"
"2011-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5790","","","","0"
"2011-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6770","","","","0"
"2011-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6240","","","","0"
"2011-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5890","","","","0"
"2011-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6140","","","","0"
"2011-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5810","","","","0"
"2011-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5610","","","","0"
"2011-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6200","","","","0"
"2011-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5790","","","","0"
"2012-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5750","","","","0"
"2012-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6040","","","","0"
"2012-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6040","","","","0"
"2012-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5860","","","","0"
"2012-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5450","","","","0"
"2012-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5650","","","","0"
"2012-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5560","","","","0"
"2012-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6070","","","","0"
"2012-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5760","","","","0"
"2012-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6120","","","","0"
"2012-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5760","","","","0"
"2012-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5640","","","","0"
"2013-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5610","","","","0"
"2013-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5450","","","","0"
"2013-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5330","","","","0"
"2013-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6350","","","","0"
"2013-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5430","","","","0"
"2013-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5340","","","","0"
"2013-07","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6450","","","","0"
"2013-08","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5640","","","","0"
"2013-09","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5790","","","","0"
"2013-10","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5730","","","","0"
"2013-11","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5370","","","","0"
"2013-12","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5800","","","","0"
"2014-01","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5830","","","","0"
"2014-02","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5700","","","","0"
"2014-03","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5720","","","","0"
"2014-04","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","5550","","","","0"
"2014-05","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6390","","","","0"
"2014-06","Saskatchewan","2016A000247","Initial and renewal claims, seasonally adjusted","Received","Claims","68","units","0","v1992303","9.4.1","6230","","","","0"
